星官,Bayer 編號,DEJ2000 (度),Flamsteed,HIP,RAJ2000 (度),Star 1,Star 2,Vmag (視星等),序號,星點,英文星名
爟,δ1 Gru,-43.495565,,110997,337.317395,δ1 Gru天鶴,δ1 Gru,3.970000029,2822,鶴增二,
氐宿,,-10.064529,37 Lib,76219,233.544587,37 Lib天秤,37 Lib,4.610000134,950,氐宿增十九,
羽林軍,,-7.936712,85 Aqr,114054,346.468878,85 Aqr寶瓶,85 Aqr,6.71,1791,羽林軍四一,
紫微右垣,,65.140441,,20266,65.168022,,,5.260000229,120,少衛增一,
車肆,,-6.153982,23 Oph,82730,253.648724,23 Oph蛇夫,23 Oph,5.230000019,575,車肆增一,
天樽,,21.445247,63 Gem,36238,111.934847,63 Gem雙子,63 Gem,5.199999809,2637,天樽增九,
司非,δ Equ,10.006981,7 Equ,104858,318.620063,"7,δ Equ小馬","7,δ Equ",4.47,1482,司非二,
壁宿,γ Peg,15.183596,88 Peg,1067,3.30897,"88,γ Peg飛馬","88,γ Peg",2.83,1810,壁宿一,Algenib
張宿,φ Hya,-16.876572,,52085,159.645637,φ Hya長蛇,φ Hya,4.91,3040,張宿六,
八穀,,56.923926,28 Cam,27283,86.727527,28 Cam鹿豹,28 Cam,6.789999962,282,八穀增八,
九卿,,8.796868,,61579,189.28174,,,6.610000134,378,九卿增七,
參宿,η Ori,-2.397146,28 Ori,25281,81.119236,"28,η Ori獵戶","28,η Ori",3.349999905,2515,參宿增三,
九斿,b Eri,-5.171356,62 Eri,22958,74.100775,"62,b Eri波江","62,b Eri",5.5,2449,九斿增三,
扶筐,c Dra,55.539457,46 Dra,91755,280.65814,"46,c Dra天龍","46,c Dra",5.03,1434,扶筐一,
左旗,ε Sge,16.462803,4 Sge,96516,294.322474,"4,ε Sge天箭","4,ε Sge",5.670000076,1265,左旗增一,
柳宿,α Cnc,11.857701,65 Cnc,44066,134.621757,"65,α Cnc巨蟹","65,α Cnc",4.260000229,2898,柳宿增十三,
車府,,46.53657,2 Lac,110351,335.256445,2 Lac蠍虎,2 Lac,4.55,1589,車府三,
參旗,π2 Ori,8.900176,2 Ori,22509,72.653007,"2,π2 Ori獵戶","2,π2 Ori",4.35,2421,參旗五,
天紀,d Her,33.56827,59 Her,83313,255.401504,"59,d Her武仙","59,d Her",5.27,714,天紀四,
弧矢,,-23.310396,12 PuP,39023,119.773813,12 PuP船尾,12 PuP,5.090000153,2773,弧矢增十六,
三台,ξ UMa,31.530778,53 UMa,55203,169.5465,"53,ξ UMa大熊","53,ξ UMa",3.79,465,下台二,Alula Australis
左攝提,ζ Boo,13.7283,30 Boo,71795,220.287299,"30,ζ Boo牧夫","30,ζ Boo",3.78,904,左攝提三,
軍井,ι Lep,-11.869219,3 Lep,24244,78.074593,"3,ι Lep天兔","3,ι Lep",4.45,2564,軍井一,
霹靂,b Psc,5.381307,7 Psc,115227,350.085763,"7,b Psc雙魚","7,b Psc",5.050000191,1860,霹靂增四,
頓頑,φ1 Lup,-36.261376,,75177,230.451542,φ1 Lup豺狼,φ1 Lup,3.57,923,頓頑一,
氐宿,ε Lib,-10.322266,31 Lib,75379,231.04954,"31,ε Lib天秤","31,ε Lib",4.920000076,951,氐宿增廿,
天紀,,33.800285,,87152,267.084648,,,8.18,718,天紀八*,
諸王,,24.265175,103 Tau,23900,77.027597,103 Tau金牛,103 Tau,5.5,2335,諸王四,
鶴,ι Gru,-45.246711,,114421,347.58974,ι Gru天鶴,ι Gru,3.88,3185,鶴七,
心宿,,-24.526649,18 Oph,82245,252.057625,18 Oph蛇夫,18 Oph,7.079999924,1051,心宿增七,
臼,μ Cyg,28.742632,78 Cyg,107310,326.03574,"78,μ Cyg天鵝","78,μ Cyg",4.49,1575,臼一,
角宿,,-11.304132,62 Vir,65074,200.083268,62 Vir室女,62 Vir,6.730000019,794,角宿增十,
內平,,35.244693,21 LMi,49593,151.85734,21 LMi小獅,21 LMi,4.49,3021,內平二,
螣蛇,,49.406207,7 And,114570,348.137514,7 And仙女,7 And,4.53,1690,螣蛇十七,
外廚,,-15.68599,,40505,124.0503,,,7.380000114,2851,外廚增十二,
弧矢,n1 PuP,-38.308021,,37297,114.863909,n1 PuP船尾,n1 PuP,4.840000153,2777,弧矢增廿,
角宿,l2 Vir,-6.255816,74 Vir,66006,202.991188,"74,l2 Vir室女","74,l2 Vir",4.679999828,787,角宿增三,
華蓋,,68.778621,31 Cas,5518,17.663843,31 Cas仙后,31 Cas,5.32,91,華蓋四,
羅堰,υ Cap,-18.138659,15 Cap,101984,310.012269,"15,υ Cap摩羯","15,υ Cap",5.15,1328,羅堰二,
五車,,38.482644,40 Aur,28946,91.64624,40 Aur御夫,40 Aur,5.349999905,2355,五車增九,
芻?,ε Cet,-11.872156,83 Cet,12390,39.890976,"83,ε Cet鯨魚","83,ε Cet",4.83,2247,芻?六,
座旗,,50.148821,20 Lyn,35731,110.562943,20 Lyn天貓,20 Lyn,7.489999771,2505,座旗增十一,
室宿,,30.414921,63 Peg,115271,350.206487,63 Peg飛馬,63 Peg,5.579999924,1657,室宿增五,
房宿,b Sco,-25.751295,1 Sco,77635,237.74477,"1,b Sco天蠍","1,b Sco",4.630000114,1013,房宿增四,
女史,ψ1A Dra,72.148843,31A Dra,86614,265.484824,"31A,ψ1A Dra天龍","31A,ψ1A Dra",4.570000172,48,女史增一,
鈇鉞,A2 Aqr,-17.816533,104 Aqr,116901,355.440858,"104,A2 Aqr寶瓶","104,A2 Aqr",4.820000172,1801,鈇鉞增一,
柱史,,68.75581,37 Dra,89448,273.821152,37 Dra天龍,37 Dra,5.960000038,51,柱史增二,
孫,ζ CMa,-30.063367,1 CMa,30122,95.078302,"1,ζ CMa大犬","1,ζ CMa",3.019999981,2740,孫增一,
弧矢,,-25.942589,26 CMa,34798,108.050895,26 CMa大犬,26 CMa,5.909999847,2762,弧矢增五,
氐宿,,0.372139,4 Ser,74689,228.954489,4 Ser巨蛇,4 Ser,5.619999886,957,氐宿增廿六,
勢,,35.42543,29 LMi,51047,156.437177,29 LMi小獅,29 LMi,6.489999771,218,勢增五,
火鳥,γ Phe,-43.318234,,6867,22.091363,γ Phe鳳凰,γ Phe,3.41,3202,火鳥十,
內階,τ UMa,63.513633,14 UMa,45075,137.72942,"14,τ UMa大熊","14,τ UMa",4.670000076,262,內階增十,
翼宿,,-28.080671,,54477,167.183331,,,5.429999828,3074,翼宿增七,
五車,m Per,43.063893,57 Per,21242,68.353765,"57,m Per英仙","57,m Per",6.090000153,2348,五車增二,
車府,,41.953394,14 Lac,112778,342.590729,14 Lac蠍虎,14 Lac,5.909999847,1607,車府增十四,
羽林軍,λ PsA,-27.766908,16 PsA,109789,333.578131,"16,λ PsA南魚","16,λ PsA",5.45,1756,羽林軍六,
北斗,β UMa,56.382427,48 UMa,53910,165.46032,"48,β UMa大熊","48,β UMa",2.34,151,二 天璇,Merak
柱,χ Aur,32.192022,25 Aur,25984,83.181971,"25,χ Aur御夫","25,χ Aur",4.71,2372,柱七,
外屏,f Psc,3.614466,89 Psc,6061,19.449816,"89,f Psc雙魚","89,f Psc",5.130000114,1972,外屏增十四,
礪石,χ Tau,25.629314,59 Tau,20430,65.645598,"59,χ Tau金牛","59,χ Tau",5.38,2229,礪石三,
少微,,24.749718,54 Leo,53417,163.903324,54 Leo獅子,54 Leo,4.300000191,485,少微增九,
柳宿,,10.066008,34 Cnc,41904,128.16613,34 Cnc巨蟹,34 Cnc,6.480000019,2893,柳宿增八,
杠,,74.393659,,14862,47.984458,,,4.85,96,杠二,
天倉,χ Cet,-10.68641,53 Cet,8497,27.396261,"53,χ Cet鯨魚","53,χ Cet",4.659999847,2080,天倉增廿一,
芻?,ο Cet,-2.977643,68 Cet,10826,34.836636,"68,ο Cet鯨魚","68,ο Cet",6.46999979,2249,芻?增二,
奎宿,β And,35.620558,43 And,5447,17.433015,"43,β And仙女","43,β And",2.07,1888,奎宿九,Mirach
房宿,,-25.327142,2 Sco,77840,238.402996,2 Sco天蠍,2 Sco,4.590000153,1014,房宿增五,
參旗,π4 Ori,5.605104,3 Ori,22549,72.801516,"3,π4 Ori獵戶","3,π4 Ori",3.68,2423,參旗七,
水位,,15.790281,1 Cnc,38848,119.247716,1 Cnc巨蟹,1 Cnc,5.800000191,2673,水位增九,
天市右垣,δ Ser,10.538867,13 Ser,76276,233.700613,"13,δ Ser巨蛇","13,δ Ser",3.8,614,六 秦,
天壘城,,-12.878108,18 Aqr,105668,321.047889,18 Aqr寶瓶,18 Aqr,5.48,1507,天壘城六,
內平,,36.48695,9 LMi,46904,143.376512,9 LMi小獅,9 LMi,6.190000057,3028,內平增五,
司怪,,19.749614,57 Ori,27965,88.736195,57 Ori獵戶,57 Ori,5.920000076,2482,司怪增三,
右更,,14.285557,104 Psc,7710,24.814339,104 Psc雙魚,104 Psc,6.74,2035,右更五,
大理,,77.616241,,59504,183.049758,,,5.14,67,大理一,
爟,,24.534166,24 Cnc,41389,126.665802,24 Cnc巨蟹,24 Cnc,6.510000229,2831,爟增九,
雷電,ξ Peg,12.172888,46 Peg,112447,341.673252,"46,ξ Peg飛馬","46,ξ Peg",4.2,1716,雷電二,
心宿,,-23.184045,15 Oph,82007,251.286111,15 Oph蛇夫,15 Oph,6.980000019,1050,心宿增六,
玄戈,h Boo,46.116205,38 Boo,72487,222.327789,"38,h Boo牧夫","38,h Boo",5.760000229,186,玄戈增二,
軫宿,γ Crv,-17.541929,4 Crv,59803,183.951543,"4,γ Crv烏鴉","4,γ Crv",2.58,3075,軫宿一,Gienah
氐宿,,-18.355325,10 Lib,72702,222.963774,10 Lib天秤,10 Lib,6.269999981,939,氐宿增八,
鱉,η1 CrA,-43.680047,,92308,282.210376,η1 CrA南冕,η1 CrA,5.46,1187,鱉二,
雷電,,8.677161,57 Peg,114347,347.381071,57 Peg飛馬,57 Peg,5.050000191,1723,雷電增三,
婁宿,α Ari,23.462423,13 Ari,9884,31.793363,"13,α Ari白羊","13,α Ari",2.01,1987,婁宿三,Hamal
八魁,,-18.932866,7 Cet,1170,3.660067,7 Cet鯨魚,7 Cet,4.44,1809,八魁六,
北斗,,53.728677,86 UMa,67848,208.462559,86 UMa大熊,86 UMa,5.699999809,176,輔增三,
河鼓,,12.193261,46 Aql,96931,295.553387,46 Aql天鷹,46 Aql,6.329999924,1227,河鼓增二,
參宿,μ Ori,9.647277,61 Ori,28614,90.595828,"61,μ Ori獵戶","61,μ Ori",4.119999886,2530,參宿增十八,
鬼宿,π Cnc,14.941507,82 Cnc,45410,138.80772,"82,π Cnc巨蟹","82,π Cnc",5.360000134,2809,鬼宿增十六,
神宮,NGC 6231,-41.8,,0,253.5,NGC 6231,NGC 6231,4.4,1071,神宮★,
翼宿,,-23.846737,,57822,177.858575,,,7.96,3067,翼宿廿二*,
勢,,33.506929,46 UMa,53426,163.934935,46 UMa大熊,46 UMa,5.019999981,226,勢增十三,
北河,ρ Gem,31.78455,62 Gem,36366,112.277996,"62,ρ Gem雙子","62,ρ Gem",4.16,2649,北河一,
水府,ξ Ori,14.208765,70 Ori,29426,92.984983,"70,ξ Ori獵戶","70,ξ Ori",4.45,2615,水府二,
長垣,k Leo,14.194645,52 Leo,52689,161.605323,"52,k Leo獅子","52,k Leo",5.49,487,長垣二,
虛宿,α Equ,5.247845,8 Equ,104987,318.955965,"8,α Equ小馬","8,α Equ",3.92,1464,虛宿二,Kitalpha
壁宿,,29.361454,78 Peg,117073,355.997858,78 Peg飛馬,78 Peg,4.929999828,1814,壁宿增三,
天苑,σ Cet,-15.244677,76 Cet,11783,38.021785,"76,σ Cet鯨魚","76,σ Cet",4.739999771,2277,天苑增九,
天津,υ Cyg,34.896898,66 Cyg,105138,319.479485,"66,υ Cyg天鵝","66,υ Cyg",4.41,1380,天津七,
貫索,ο CrB,29.616209,1 CrB,75049,230.03566,"1,ο CrB北冕","1,ο CrB",5.510000229,748,貫索增二,
謁者,,5.305444,17 Vir,60353,185.633495,17 Vir室女,17 Vir,6.460000038,522,謁者增二,
弧矢,J PuP,-22.880119,11 PuP,38835,119.214748,"11,J PuP船尾","11,J PuP",4.199999809,2772,弧矢增十五,
天市左垣,ν Oph,-9.773632,64 Oph,88048,269.756631,"64,ν Oph蛇夫","64,ν Oph",3.32,660,九 燕,
郎位,γ Com,28.268423,15 Com,60742,186.734468,"15,γ Com后髮","15,γ Com",4.35,421,郎位一,
鬼宿,d2 Cnc,17.046267,25 Cnc,41319,126.457817,"25,d2 Cnc巨蟹","25,d2 Cnc",6.110000134,2812,鬼宿增十九,
七公,g Her,41.881677,30 Her,80704,247.160616,"30,g Her武仙","30,g Her",4.829999924,780,七公增十四,
六甲,,79.231149,,25110,80.639716,,,5.08,78,六甲六,
北極,,74.593781,3 UMi,68956,211.734857,3 UMi小熊,3 UMi,6.429999828,7,庶子增二,
軫宿,η Crv,-16.196008,8 Crv,61174,188.017612,"8,η Crv烏鴉","8,η Crv",4.3,3085,左轄,
天鉤,ο Cep,68.111445,34 Cep,115088,349.65622,"34,ο Cep仙王","34,ο Cep",4.75,1632,天鉤九,
婁宿,ι Ari,17.817532,8 Ari,9110,29.337727,"8,ι Ari白羊","8,ι Ari",5.090000153,1988,婁宿增一,
參宿,ω Ori,4.121467,47 Ori,26594,84.796443,"47,ω Ori獵戶","47,ω Ori",4.5,2527,參宿增十五,
內平,,32.384659,,48742,149.130603,,,6.55,3023,內平四,
御女,,74.227355,29 Dra,85852,263.171688,29 Dra天龍,29 Dra,6.61,44,御女三,
海石,a Car,-58.966896,,45080,137.742022,a Car船底,a Car,3.430000067,3222,海石增一,
天淵,β1 Sgr,-44.458965,,95241,290.659552,β1 Sgr人馬,β1 Sgr,3.96,1180,天淵二,Arkab
天弁,i Aql,-5.739115,12 Aql,93429,285.420113,"12,i Aql天鷹","12,i Aql",4.02,1132,天弁六,
天節,π Tau,14.713782,73 Tau,20732,66.651551,"73,π Tau金牛","73,π Tau",4.69,2392,天節一,
星宿,τ2 Hya,-1.184664,32 Hya,46776,142.995534,"32,τ2 Hya長蛇","32,τ2 Hya",4.54,2909,星宿三,
礪石,ψ Tau,29.0013,42 Tau,19205,61.751894,"42,ψ Tau金牛","42,ψ Tau",5.21,2227,礪石一,
卷舌,ζ Per,31.883636,44 Per,18246,58.533006,"44,ζ Per英仙","44,ζ Per",2.84,2216,卷舌四,
左攝提,ξ Boo,19.10046,37 Boo,72659,222.847411,"37,ξ Boo牧夫","37,ξ Boo",4.539999962,905,左攝提增一,
天柱,,81.091277,74 Dra,101082,307.36486,74 Dra天龍,74 Dra,5.960000038,38,天柱增三,
杠,,70.622526,42 Cas,8016,25.732765,42 Cas仙后,42 Cas,5.18,102,杠八,
九州殊口,,-5.361259,30 Eri,18141,58.173566,30 Eri波江,30 Eri,5.480000019,2409,九州殊口增四,
內階,,59.637467,18 Lyn,35146,108.978763,18 Lyn天貓,18 Lyn,5.199999809,254,內階增二,
天田,ω Cap,-26.919133,18 Cap,102978,312.955379,"18,ω Cap摩羯","18,ω Cap",4.12,1332,天田二,
三公,,46.407735,,66228,203.603652,,,8.48,187,三公一*,
天市右垣,τ7 Ser,18.464037,22 Ser,76878,235.477972,"22,τ7 Ser巨蛇","22,τ7 Ser",5.800000191,631,周增六,
九卿,,10.295671,20 Vir,61246,188.261996,20 Vir室女,20 Vir,6.289999962,380,九卿增九,
虛宿,,-3.556747,21 Aqr,105767,321.320657,21 Aqr寶瓶,21 Aqr,5.480000019,1471,虛宿增七,
五車,,47.048188,12 Aur,24748,79.601273,12 Aur御夫,12 Aur,7.71999979,2364,五車增十八,
天大將軍,,36.147271,14 Tri,11784,38.02571,14 Tri三角,14 Tri,5.150000095,2021,天大將軍增八,
芻?,,-7.859445,77 Cet,12002,38.677605,77 Cet鯨魚,77 Cet,5.74,2243,芻?二,
羽林軍,,-10.027799,64 Aqr,111843,339.816786,64 Aqr寶瓶,64 Aqr,6.93,1770,羽林軍廿,
螣蛇,,42.078044,10 And,115191,349.968411,10 And仙女,10 And,5.809999943,1701,螣蛇增六,
天園,,-34.789477,,14022,45.14401,,,8.31000042,2468,天園增二,
三台,,43.726603,35 Lyn,43531,132.986796,35 Lyn天貓,35 Lyn,5.150000095,463,上台增五,
天槍,,48.720804,39 Boo,72524,222.422056,39 Boo牧夫,39 Boo,5.679999828,182,天槍增三,
八穀,,53.752101,7 Cam,23040,74.321652,7 Cam鹿豹,7 Cam,4.43,271,八穀五,
卷舌,f Per,40.483671,52 Per,19811,63.722157,"52,f Per英仙","52,f Per",4.670000076,2224,卷舌增六,
平,,-25.010403,48 Hya,68390,210.000505,48 Hya長蛇,48 Hya,5.769999981,842,平增三,
羽林軍,υ Aqr,-20.708216,59 Aqr,111449,338.673487,"59,υ Aqr寶瓶","59,υ Aqr",5.21,1761,羽林軍十一,
翼宿,,-11.677781,,54523,167.329357,,,7.35,3056,翼宿十一*,
參宿,δ Ori,-0.299092,34 Ori,25930,83.00167,"34,δ Ori獵戶","34,δ Ori",2.25,2508,參宿三,Mintaka
勾陳,,86.968047,24 UMi,85699,262.698285,24 UMi小熊,24 UMi,5.78000021,25,勾陳增六,
造父,,58.840718,,109190,331.790143,,,6.340000153,1620,造父增二,
車府,g Cyg,46.540585,71 Cyg,106093,322.362291,"71,g Cyg天鵝","71,g Cyg",5.21999979,1597,車府增四,
王良,,58.963202,,117472,357.299687,,,6.360000134,1931,王良增八,
貫索,χ Boo,29.164295,48 Boo,74596,228.621493,"48,χ Boo牧夫","48,χ Boo",5.28000021,747,貫索增一,
井宿,γ Gem,16.399252,24 Gem,31681,99.427921,"24,γ Gem雙子","24,γ Gem",1.93,2587,井宿三,Alhena
大陵,g Per,54.487541,4 Per,9505,30.575451,"4,g Per英仙","4,g Per",4.989999771,2112,大陵增五,
外屏,ζA Psc,7.575354,86A Psc,5737,18.432857,"86A,ζA Psc雙魚","86A,ζA Psc",5.21,1954,外屏三,
婁宿,λ Ari,23.596061,9 Ari,9153,29.482155,"9,λ Ari白羊","9,λ Ari",4.789999962,1992,婁宿增五,
車府,,44.276305,11 Lac,111944,340.12858,11 Lac蠍虎,11 Lac,4.5,1588,車府二,
卷舌,o Per,33.965026,40 Per,17313,55.594361,"40,o Per英仙","40,o Per",4.97,2218,卷舌六,
文昌,e UMa,54.021857,18 UMa,45493,139.047198,"18,e UMa大熊","18,e UMa",4.8,238,文昌六,
壁宿,ψ Peg,25.141401,84 Peg,118131,359.439693,"84,ψ Peg飛馬","84,ψ Peg",4.630000114,1817,壁宿增六,
外屏,,2.471579,35 Cet,5646,18.127683,35 Cet鯨魚,35 Cet,6.550000191,1971,外屏增十三,
天樽,ω Gem,24.215446,42 Gem,33927,105.603252,"42,ω Gem雙子","42,ω Gem",5.2,2628,天樽三,
井宿,ε Gem,25.131124,27 Gem,32246,100.983025,"27,ε Gem雙子","27,ε Gem",3.06,2589,井宿五,Mebsuta
南門,α Cir,-64.975138,,71908,220.626747,α Cir圓規,α Cir,3.180000067,873,南門增二,
鱉,γ CrA,-37.063437,,93825,286.604627,γ CrA南冕,γ CrA,4.23,1192,鱉七,
少微,,27.52527,39 LMi,52240,160.088269,39 LMi小獅,39 LMi,7.110000134,477,少微增一,
危宿,,5.789498,30 Peg,110298,335.114904,30 Peg飛馬,30 Peg,5.369999886,1529,危宿增五,
八穀,,58.417409,5 Lyn,30679,96.703638,5 Lyn天貓,5 Lyn,5.210000038,301,八穀增廿七,
鶴,δ Gru,-43.495565,,110997,337.317395,δ Gru天鶴,δ Gru,3.97,3192,鶴增二,
五車,,46.423953,42 Aur,29884,94.39436,42 Aur御夫,42 Aur,6.53000021,2359,五車增十三,
氐宿,,-0.140295,,73536,225.45383,,,5.710000038,959,氐宿增廿八,
天柱,,81.422709,75 Dra,100965,307.060776,75 Dra天龍,75 Dra,5.380000114,39,天柱增四,
左更,ο Ari,15.311862,37 Ari,12803,41.137391,"37,ο Ari白羊","37,ο Ari",5.78,2043,左更三,
文昌,,50.98313,,48954,149.799154,,,9.029999733,246,文昌增八,
土司空,β Cet,-17.986605,16 Cet,3419,10.897379,"16,β Cet鯨魚","16,β Cet",2.04,1984,土司空,Diphda
井宿,μ Gem,22.513586,13 Gem,30343,95.740113,"13,μ Gem雙子","13,μ Gem",2.87,2585,井宿一,Tejat
紫微左垣,,73.179896,16 Cep,108535,329.812359,16 Cep仙王,16 Cep,5.039999962,136,少衛增二,
四瀆,,9.895754,15 Mon,31978,100.244419,15 Mon麒麟,15 Mon,4.659999847,2695,四瀆增一,
騎官,κ Cen半,-42.104194,,73334,224.790354,κ Cen半人馬,κ Cen半,3.13,994,騎官三,
軒轅,,13.355114,34 Leo,49929,152.909214,34 Leo獅子,34 Leo,6.429999828,2997,軒轅增卅七,
瓠瓜,β Del,14.595087,6 Del,101769,309.387254,"6,β Del海豚","6,β Del",3.64,1364,瓠瓜四,Rotanev
九卿,,11.958088,34 Vir,62394,191.806842,34 Vir室女,34 Vir,6.110000134,375,九卿增四,
危宿,,10.973806,,108766,330.505727,,,6.360000134,1538,危宿增十四,
羽林軍,,-13.304995,45 Aqr,110179,334.753083,45 Aqr寶瓶,45 Aqr,5.96,1768,羽林軍十八,
土公吏,,12.205186,31 Peg,110386,335.379479,31 Peg飛馬,31 Peg,4.82,1729,土公吏一,
九坎,,-39.975134,,104555,317.686535,,,7.77,1336,九坎二*,
車騎,ζ Lup,-52.099247,,74395,228.071229,ζ Lup豺狼,ζ Lup,3.41,1002,車騎一,
壁宿,,16.037612,49 Psc,2415,7.696464,49 Psc雙魚,49 Psc,6.829999924,1825,壁宿增十四,
斛,k Her,7.247683,47 Her,82402,252.580755,"47,k Her武仙","47,k Her",5.48,558,斛三,
天園,υ2 Eri,-30.562341,52 Eri,21393,68.887661,"52,υ2 Eri波江","52,υ2 Eri",3.81,2465,天園十二,
五諸侯,,13.950335,,60918,187.273685,,,8.73,360,五諸侯四*,
長垣,,16.127424,50 Leo,52120,159.727229,50 Leo獅子,50 Leo,6.610000134,490,長垣增一,
鶴,β Gru,-46.884577,,112122,340.666878,β Gru天鶴,β Gru,2.07,3180,鶴二,
宗正,β Oph,4.567303,60 Oph,86742,265.868138,"60,β Oph蛇夫","60,β Oph",2.76,584,宗正一,Cebalrai
東咸,ψ Oph,-20.037327,4 Oph,80343,246.025766,"4,ψ Oph蛇夫","4,ψ Oph",4.48,1033,東咸三,
從官,,21.35273,92 Leo,56975,175.196114,92 Leo獅子,92 Leo,5.26,355,從官,
敗瓜,,10.895924,1 Del,101160,307.574844,1 Del海豚,1 Del,6.03000021,1358,敗瓜增一,
九卿,d2 Vir,7.673326,32 Vir,62267,191.404408,"32,d2 Vir室女","32,d2 Vir",5.22,370,九卿二,
昴宿,q Tau,24.467278,19 Tau,17531,56.30206,"19,q Tau金牛","19,q Tau",4.3,2193,昴宿二,Taygeta
尾宿,θ Sco,-42.997824,,86228,264.329711,θ Sco天蠍,θ Sco,1.86,1062,尾宿五,Girtab
天市左垣,,21.390428,1 Vul,94703,289.054333,1 Vul狐狸,1 Vul,4.760000229,684,齊增三,
十字架,δ Cru,-58.748928,,59747,183.786315,δ Cru南十字,δ Cru,2.79,3108,十字架四,
常陳,,40.792496,18 CVn,64355,197.869544,18 CVn獵犬,18 CVn,7.170000076,447,常陳增二,
三公,,4.98536,,61624,189.450173,,,7.97,381,三公一*,
天樽,,20.443658,56 Gem,35699,110.48692,56 Gem雙子,56 Gem,5.090000153,2635,天樽增七,
天壘城,c1 Cap,-9.082428,46 Cap,107382,326.251061,"46,c1 Cap摩羯","46,c1 Cap",5.1,1503,天壘城二,
軒轅,,25.912876,13 Leo,47550,145.410353,13 Leo獅子,13 Leo,6.260000229,2987,軒轅增廿七,
宦者,,18.433213,54 Her,82802,253.842364,54 Her武仙,54 Her,5.349999905,535,宦者增一,
靈台,p2 Leo,-2.484585,61 Leo,53907,165.456977,"61,p2 Leo獅子","61,p2 Leo",4.730000019,506,靈台增五,
天苑,τ7 Eri,-23.874677,28 Eri,17717,56.915212,"28,τ7 Eri波江","28,τ7 Eri",5.24,2266,天苑十四,
七公,ζ2 CrB,36.635812,7 CrB,76669,234.84447,"7,ζ2 CrB北冕","7,ζ2 CrB",4.639999866,773,七公增七,
敗臼,β PsA,-32.346073,17 PsA,111188,337.876378,"17,β PsA南魚","17,β PsA",4.289999962,1521,敗臼增一,
軒轅,,3.384792,12 Sex,48990,149.929516,12 Sex六分儀,12 Sex,6.690000057,3010,軒轅增五十,
長垣,l Leo,10.545202,53 Leo,52911,162.314292,"53,l Leo獅子","53,l Leo",5.32,488,長垣三,
臼,,28.793538,15 Peg,107975,328.124654,15 Peg飛馬,15 Peg,5.519999981,1580,臼增二,
羽林軍,ψ3 Aqr,-9.61075,95 Aqr,115115,349.740319,"95,ψ3 Aqr寶瓶","95,ψ3 Aqr",4.99,1787,羽林軍卅七,
天津,,44.387261,57 Cyg,103089,313.311477,57 Cyg天鵝,57 Cyg,4.800000191,1414,天津增卅二,
瓠瓜,α Del,15.912072,9 Del,101958,309.909531,"9,α Del海豚","9,α Del",3.77,1361,瓠瓜一,Sualocin
天津,γ Cyg,40.256679,37 Cyg,100453,305.557091,"37,γ Cyg天鵝","37,γ Cyg",2.23,1374,天津一,Sadr
螣蛇,λ And,46.458152,16 And,116584,354.39101,"16,λ And仙女","16,λ And",3.81,1692,螣蛇十九,
奎宿,μ And,38.499345,37 And,4436,14.188381,"37,μ And仙女","37,μ And",3.86,1887,奎宿八,
軒轅,η Leo,16.762664,30 Leo,49583,151.833135,"30,η Leo獅子","30,η Leo",3.48,2956,軒轅十三,
老人,α Car,-52.69566,,30438,95.987958,α Car船底,α Car,-0.62,2744,老人,Canopus
座旗,ψ6 Aur,48.789476,57 Aur,32562,101.9149,"57,ψ6 Aur御夫","57,ψ6 Aur",5.22,2486,座旗一,
螣蛇,,40.236441,15 And,116354,353.656405,15 And仙女,15 And,5.550000191,1705,螣蛇增十,
車府,,41.077019,77 Cyg,107162,325.595661,77 Cyg天鵝,77 Cyg,5.730000019,1599,車府增六,
斗,,13.526911,,79492,243.326885,,,6.68,541,斗二,
箕宿,η Sgr,-36.761686,,89642,274.406813,η Sgr人馬,η Sgr,3.1,1097,箕宿四,
輦道,,37.354355,15 Cyg,97118,296.069187,15 Cyg天鵝,15 Cyg,4.889999866,1321,輦道增四,
勢,,33.718531,28 LMi,50935,156.035847,28 LMi小獅,28 LMi,5.519999981,221,勢增八,
五帝座,,14.263335,,57320,176.297593,,,6.510000229,353,五帝座增四,
天鉤,η Cep,61.838782,3 Cep,102422,311.322396,"3,η Cep仙王","3,η Cep",3.41,1627,天鉤四,
少微,,18.152991,,53439,163.983719,,,7.25,484,少微增八,
天節,ρ Tau,14.844424,86 Tau,21273,68.462157,"86,ρ Tau金牛","86,ρ Tau",4.65,2393,天節二,
羽林軍,,-29.536309,21 PsA,112862,342.837247,21 PsA南魚,21 PsA,5.99,1759,羽林軍九,
軒轅,f Leo,29.974473,15 Leo,47701,145.888583,"15,f Leo獅子","15,f Leo",5.64,2949,軒轅六,
座旗,ψ2 Aur,42.488877,50 Aur,31832,99.832609,"50,ψ2 Aur御夫","50,ψ2 Aur",4.8,2490,座旗五,
雲雨,,-1.0359,12 Psc,115951,352.376323,12 Psc雙魚,12 Psc,6.88,1867,雲雨二,
七公,,42.566193,4 Her,77986,238.877467,4 Her武仙,4 Her,5.730000019,777,七公增十一,
奎宿,k Psc,27.209381,67 Psc,4366,13.993789,"67,k Psc雙魚","67,k Psc",6.079999924,1905,奎宿增十,
參宿,e Ori,-7.808065,29 Ori,25247,80.986784,"29,e Ori獵戶","29,e Ori",4.130000114,2549,參宿增卅七,
天船,α Per,49.86118,33 Per,15863,51.08071,"33,α Per英仙","33,α Per",1.79,2132,天船三,Mirphak
