color_index,DEC,HIP no.,RA,mag,恆星視差
K5III,35.0597409764,13328,42.8784897451,4.56,1.554
K5II-III,-43.3182339107,6867,22.0913627655,3.41,1.542
M2IIIvar,54.6816338546,66738,205.1844716607,4.63,1.63
O6...,44.9247218942,103371,314.1449078061,5.96,0.02
F0V,-66.2689103079,68455,210.2185258265,5.96,0.352
K4/K5III:,-59.1829971298,52102,159.6874843522,4.69,1.562
K4II,37.4882748377,22453,72.4776596544,4.89,1.447
A1Vn,41.1671355796,103413,314.2934093164,3.94,0.027
B1.5Vn,-48.0990904687,42712,130.5674716441,5.48,-0.172
M1III,63.0672204662,25769,82.5425084926,5.43,1.704
B2IV-Ve,18.5402309443,26064,83.3817910845,5.67,-0.022
B8III,74.8475729525,3721,11.9418885488,5.42,-0.066
B3V+...,-58.2247348827,42129,128.8148183434,5.27,-0.133
A3V,0.066664876,87875,269.2679786336,5.95,0.11
B9III,77.7114194327,99255,302.2222786148,4.38,-0.046
K5III,-36.2613763904,75177,230.4515416916,3.57,1.534
M3IIIvar,-9.5389944006,62985,193.5881805258,4.77,1.59
B2ne,-35.8995177743,40274,123.3729882863,4.78,-0.11
A0MNp...,25.1672810541,115806,351.9182772901,5.99,-0.066
K0III,47.7794059638,57399,176.5125583538,3.69,1.181
A0p...,33.7483937426,24799,79.7501203133,5.38,-0.167
F3V,-5.1640102032,65420,201.1384533839,5.76,0.415
K0IIIb,-36.3699544516,68933,211.6706185743,2.06,1.011
G8III,-30.5623414795,21393,68.8876606538,3.81,0.957
F5IV,-0.5056096286,2787,8.886805998,5.94,0.444
K4III,84.3461766209,113116,343.6040303236,4.7,1.418
K2V,19.1527984582,72848,223.3490265941,6,0.841
K1III/IV,-63.0896272051,27890,88.525228781,4.65,1.022
K0,-11.2513410583,34888,108.279974105,5.77,1.508
B3III,49.3095702792,107533,326.6983713981,4.23,-0.12
K0III,-21.8071798848,106039,322.1808341792,4.5,0.889
K3III,27.8142425243,99874,303.9422281295,4.5,1.258
B6Ve,3.8200453585,113889,345.9692251265,4.48,-0.115
K4III,34.0092876882,34358,106.8433269605,5.94,1.507
K5III,23.616801146,90915,278.1923139444,5.88,1.49
M3III,23.0955022383,54951,168.8009541545,4.56,1.657
A4m,28.9371887655,59923,184.3773968558,5.71,0.16
B8V,-13.0646259819,49402,151.2811250421,4.6,-0.087
G3V...,-43.6080386049,34065,105.9888234194,5.56,0.624
M2III,-15.1715002114,104974,318.9368441193,5.31,1.639
K2III-IV,26.6194825666,60170,185.0819856203,5.52,1.091
G8III,57.4181957791,48802,149.3067109639,5.97,0.895
A2Vnn,12.0764918067,108339,329.2348827097,5.54,0.054
K1III,-29.5582781996,2661,8.4210100336,5.55,1.262
M0III,-57.9095069686,82672,253.5014981461,5.91,1.592
B9p...,28.9611505237,21323,68.6582985921,5.88,-0.048
K1III:,68.7558099507,89448,273.8211523242,5.96,1.055
G6III,-52.3835178533,72290,221.7553894813,5.22,0.984
K0IV,72.6744817266,3750,12.0380725412,5.86,1.01
K3III...,33.3716128391,24727,79.5440373953,4.54,1.252
F4V,-68.6896416677,45571,139.3217718127,5.38,0.415
B3Ib/II,-17.0542421076,33347,104.0342701058,4.36,-0.063
B2III,6.3497022322,25336,81.2827627614,1.64,-0.224
F0V,-2.4735482346,21547,69.4005495999,5.22,0.283
B2IV-V,-44.8035841187,68282,209.6697848859,3.87,-0.208
K4III,47.5645958471,38639,118.6779032578,5.47,1.462
F5,54.4700426005,83608,256.3338167567,4.91,0.471
M2IV,-53.8111092685,79754,244.1803263138,5.45,1.696
A3IV/V,-51.7557879775,50078,153.3666416258,5.78,0.136
G8Ib-II,38.4522153858,44700,136.6323621693,4.56,1.037
G8IV-V,-1.0629217055,85667,262.5991571015,5.31,0.715
A4IV,-40.1788716288,62896,193.3591631297,4.25,0.224
A2Vm,31.8882762889,36850,113.6494283447,1.58,0.034
K0/K1III,-22.8399754518,28085,89.0594617099,5.95,1.107
A1V,13.2611407347,82350,252.3944035179,5.91,0.015
K0III:,49.4762502848,55086,169.174373409,5.88,1.102
K2III,-20.3246560397,92390,282.4171093627,5.22,1.404
B3V,-38.8120649903,36363,112.2737302941,5.41,-0.148
A3II-III,71.8340160522,75097,230.1821478387,3,0.058
A0V,-9.6107499583,115115,349.7403193403,4.99,-0.022
B3V,-48.4619938791,40077,122.7949561493,5.83,-0.146
M2III,7.3545026417,105413,320.2701033921,5.81,1.663
B8IV,-25.3648043347,37173,114.5751913271,4.69,-0.1
K5III,-33.9118354524,28524,90.3179080624,5.54,1.58
K1IIICN...,-62.7451163975,48310,147.7315941111,5.56,1.316
A3V...,63.345047279,17587,56.5097142772,4.78,0.747
G8III,-36.8583757132,88038,269.7320337166,5.74,0.915
K0III,-52.6795222496,71182,218.3748646649,5.86,1.085
K2IV,-59.3021562813,19921,64.1209528482,4.44,1.078
B7p,24.1367120458,17851,57.2967335124,5.05,-0.082
Ap,-14.1490218179,72489,222.3293805103,5.32,0.066
F8Ib,-78.4474539616,64587,198.5722167612,5.84,1.04
K5III,-74.9234376295,3781,12.1475720513,5.09,1.345
A7IV-V,18.8398612249,22565,72.8435934184,5.08,0.214
K0IV,35.9724681083,99031,301.590698313,5.38,0.85
B3V,49.5089482664,16244,52.3418759088,4.67,-0.096
B9V,-33.7983478561,20042,64.4735929277,3.55,-0.108
M1III,64.8209743096,98583,300.3689393964,5.22,1.598
B2IV,-13.9273520661,25202,80.8756519795,5.25,-0.219
G3V,-16.9344560297,22263,71.9012157659,5.49,0.632
B3V,-60.988393,65271,200.6580710785,4.52,-0.141
A3Vvar,14.5720603181,57632,177.2649065609,2.14,0.09
M4III,18.9760311797,74386,228.0177600524,5.9,1.414
A5III,18.1815189403,92161,281.7553074007,4.34,0.148
K2III,-39.4015388629,45544,139.2378176409,5.31,1.166
F0Ve...,-52.6354807825,27947,88.7087163143,5.29,0.295
A3IV,70.9070200669,9480,30.4893861211,4.49,0.164
G2III + A,-65.3977659381,56862,174.8733043233,5.01,0.804
M3III,31.4053496743,89172,272.9756540516,4.96,1.643
A9V,18.3321997501,41117,125.8409942626,5.94,0.175
K0/K1III,-34.6499668742,11867,38.2792773608,5.91,1.064
G5V,-51.8340530093,86796,266.0362618643,5.12,0.694
A0V,74.231268345,114745,348.6546056616,5.89,-0.01
F6.5IV-V+..,-50.6866813505,114167,346.8115501721,5.81,0.486
A2V,56.8575309751,31665,99.409954323,5.87,0.006
B2.5IV,39.1459681974,94481,288.4395314669,4.43,-0.15
M1III,2.5082250489,22730,73.3448858737,5.33,1.632
A3IV,7.613158083,97229,296.4164477449,5.89,0.18
A7III,-1.1924710411,65545,201.5475583009,5.97,0.183
F6V,6.9612756817,22449,72.4600441319,3.19,0.484
B5Vn,-54.4910192971,55425,170.2516948592,3.9,-0.157
K0III,-13.5293689789,110602,336.1127516614,5.76,0.97
F4V,17.3270832031,18170,58.2918601216,5.97,0.354
F2III-IVvar,7.3360073309,54182,166.2542806136,4.62,0.332
G5III-IV,58.4227594835,33449,104.3191910616,4.35,0.85
B7V,66.8090957689,105972,321.9422592609,5.42,-0.099
G8/K0III,-14.3604893207,35615,110.242856596,5.59,0.971
M4III,-62.1592842821,18744,60.224196968,4.48,1.5
B5Vn,-79.3122398229,60000,184.5867673928,4.24,-0.123
B3V,-42.7698337393,41250,126.2383581508,5.97,-0.159
M1III,-67.8414410108,10418,33.5605902887,5.57,1.556
A8III,-63.5058378745,61158,187.9838128575,5.96,0.263
A0V,-0.0695019346,54849,168.439800083,5.4,-0.02
A6m,17.9063525832,29616,93.6190967681,5.86,0.253
M2III,9.4094915761,114144,346.7510826007,4.54,1.559
M1III,60.6926891578,107586,326.8553995245,5.53,1.575
A3V,54.9748569081,16599,53.4127496067,5.98,0.114
B8V,27.9652765181,95951,292.6891475638,5.12,-0.095
K0III,-21.1736615854,38375,117.9292717756,5.62,0.956
K0III,22.0819256637,19038,61.1738150638,4.36,1.064
G9III,82.7524076467,66878,205.5962286826,5.92,0.993
B3V (+B),-26.8223587875,108975,331.1531961,5.97,-0.167
G7III...,-11.3034695667,54029,165.8119983708,5.51,0.938
G8III,50.7082214921,92689,283.306439615,4.92,0.903
M2III,18.0570806524,84833,260.0786298926,5.01,1.654
K1III,21.3527295758,56975,175.1961137638,5.26,0.984
A7III,-41.0219447416,61468,188.9397151044,5.12,0.224
G4V,29.337080925,34017,105.8769110049,5.93,0.595
B9MNp...,48.1839297606,36348,112.2145094476,5.7,-0.092
K0II/III,-15.3059320583,9572,30.7440378008,5.87,0.966
F0IV,17.4338410802,7447,23.9781518084,5.95,0.259
K2III,-67.1852550655,24372,78.4393925379,4.81,1.274
M4IIIe-M6e,45.3745913263,106642,324.0103985637,5.96,1.341
K0/K1III,-16.1936483507,52943,162.4062017884,3.11,1.232
K5III:,81.7098325835,59384,182.7499389684,6,1.618
Ap Si,-24.0162152561,18673,59.981180811,4.62,-0.121
B1.5IV+...,-37.1038211451,85927,263.4021666068,1.62,-0.231
G8III,54.5563181053,73909,226.5696518853,5.24,0.958
F4V,21.1533968818,63948,196.5884994282,6,0.393
B5IV,-43.5753589689,72683,222.9095973308,4.32,-0.154
O8.5V,-60.9572547067,74778,229.2370662165,5.04,-0.077
B2IV,-62.8641534035,85147,261.0044878071,5.69,-0.147
A2V,39.3369744818,56034,172.2671746159,5.3,0.019
K3II,32.6067557865,32740,102.4221290908,5.72,1.298
K2III,-47.7516640299,15305,49.3608168062,5.84,1.228
G0V,-18.1300504158,24786,79.7103008491,5.96,0.572
A4III,-19.4003035258,46813,143.0850361711,5.74,0.135
K1IIICN...,-37.1206678377,28010,88.8746548476,4.97,1.102
K5Iabvar,49.2878930022,30520,96.2245946356,4.92,1.905
B6V,24.467277606,17531,56.3020604315,4.3,-0.11
B2IV,-41.6877092447,67464,207.376154545,3.41,-0.225
B5III,-6.8444094204,24674,79.4016247711,3.59,-0.115
B5V,-38.1392870236,37322,114.9325531947,5.73,-0.125
F0IV,-59.7377752277,14240,45.9034143625,5.12,0.349
B9III,42.8182778369,96693,294.8603555576,5.41,-0.063
G5III,34.9890212661,66907,205.6809597476,5.98,0.857
K3III,67.8735649005,98702,300.7044694238,4.51,1.313
B8III/IV,-71.9024567025,14131,45.5643681987,5.51,-0.125
B9IV,-58.7870781774,66849,205.5045303839,5.38,-0.029
K0III,4.9393617635,74649,228.7973041925,5.32,1.092
B3V,1.3808207607,20884,67.1338317161,5.53,-0.099
B9IV,-61.8265633223,56754,174.5303969323,5.15,-0.04
A5m,28.0304611312,24019,77.4378844435,5.93,0.311
G0V,5.8621714991,37031,114.1446097131,5.89,0.602
K0Ib,22.9488797782,107472,326.5181846499,5.29,1.381
G6II,-59.4139285218,45219,138.2317964909,5.54,0.846
M0II,47.706886689,111022,337.3825925628,4.34,1.679
K3III,22.4642207168,87777,268.9617103604,5.62,1.249
K0IIICN...,-15.9433839764,42662,130.4305671684,4.87,1.063
M1IIIb Ca-1,-13.508515328,18543,59.5073598774,2.97,1.588
K1III,8.8525705349,85139,260.9900676106,5.77,1.251
K0III,-28.9814688261,1708,5.379992491,5.18,1.006
B1V,-48.4903808679,41039,125.6320547087,4.79,-0.146
F0V,-12.8781084221,105668,321.0478890881,5.48,0.297
G8Ib,-83.0383114093,73771,226.1955061302,5.65,1.273
K1III/IV,-32.0562956113,98842,301.081635735,4.99,1.208
F4III,-51.4866479981,19893,64.006606812,4.26,0.312
B0III,3.93252783,32226,100.9110230682,5.88,-0.046
B9.5Vn,52.900048264,81290,249.0475846197,5.53,-0.06
K2III,-19.4588738508,20892,67.1626574476,5.95,1.215
G5V,58.4367328458,518,1.5658925487,5.98,0.687
A5m,48.7738422777,37140,114.4743742353,5.93,0.221
F2V:+...,11.8158963449,97473,297.1752398166,5.75,0.546
F3IV,-18.7799734003,55598,170.8411830286,5.08,0.439
K0III,-85.9672531874,111196,337.9063153152,5.76,1.02
B3V,-31.923781144,35795,110.7529045542,5.4,-0.161
B9p Si(CrSr),-4.0740348144,50885,155.8603271716,5.93,-0.048
B2Vpe,50.6887324687,8068,25.9151560831,4.01,-0.098
K2IVCN...,-66.9439660875,98624,300.468589146,5.32,1.218
K0III,-18.2310521031,96496,294.263921192,5.66,1.237
B1V,35.4617292858,16518,53.1667370569,5.91,-0.084
F7IV,-59.1032352185,64583,198.5631021742,4.9,0.489
A1V,-32.3675286244,54561,167.472473004,5.79,0.027
F3V,-13.7519777713,35998,111.2846477561,5.79,0.432
B2Vp,-46.8986663351,67663,207.9467372586,5.77,-0.153
A1V,-22.9718716818,27533,87.472915943,5.87,0.055
F2IV SB,10.5295086226,55642,170.9810513,4,0.423
A5V SB,54.9879576653,65477,201.3064081554,3.99,0.169
A0spe...,38.3183797997,63125,194.0069473634,2.89,-0.115
K1III,58.6519894279,117301,356.7643947525,4.88,1.122
B2IV,-58.9668957719,45080,137.7420220422,3.43,-0.19
K5III,8.5577348694,98526,300.2457401912,5.9,1.529
K2III,-37.1867653094,48191,147.3670146674,5.95,1.245
A7Vn,68.7476510975,50685,155.2639180429,5.88,0.241
G8III-IV...,30.1533211701,96683,294.8441900413,4.68,0.971
K0III,48.1315331514,37441,115.3016642787,5.58,1.011
G5II,-50.5903958481,39527,121.1766650467,5.96,1.213
A5III,-80.8135926312,31897,100.0120421192,5.61,0.214
K3III,67.2092097588,113864,345.8870129503,5.25,1.248
K2,31.8400445567,110873,336.9427299972,6,1.442
K3III,8.190271339,1645,5.1494232998,5.38,1.343
F7:Ib-IIv SB,89.2641095074,11767,37.9545153525,1.97,0.636
A7V,35.2446933155,49593,151.8573398112,4.49,0.19
A0IVn,50.3512618207,19167,61.6460141064,4.25,-0.011
M4III,56.7956316615,111795,339.6580129478,5.11,1.537
A0V,-20.8636591125,25853,82.7817783876,5.53,0.012
K3III,-29.6638324795,51364,157.370722043,5.58,1.42
K2/K3III:p,-82.6661902088,68009,208.9119769677,5.95,1.411
B9IV/V,-25.6242668732,72323,221.8439787959,5.61,-0.043
B2IV,-55.0106679905,45941,140.5284096714,2.47,-0.141
B8MNp...,61.3139701244,418,1.2756246682,5.8,-0.067
M0 comp,24.6649047745,95771,292.1763744102,4.44,1.502
M5III,-36.6346969728,72432,222.1585323561,5.89,1.369
B8III,-1.8041927787,77227,236.5234878603,5.39,-0.035
G0II,31.9762375314,52098,159.6800529365,4.68,0.823
G8III,-41.7444361484,78323,239.8761096836,4.99,0.988
B9V,-52.0859241519,35589,110.1616963038,5.38,-0.069
F8V,79.5648109696,32439,101.5589608717,5.44,0.525
F6V,49.0709046993,15669,50.4688870181,5.94,0.468
M1III,15.4280361265,75530,231.4474861598,5.16,1.65
A7Vni,-50.7650176571,53530,164.2826969943,5.9,0.173
B9IIIMNp...,10.2400929011,26215,83.8051652114,5.6,0.149
A0V,-21.2397634068,24927,80.1121603609,4.7,-0.048
B4III/IV,-41.4263943139,35054,108.7381375589,5.95,-0.146
A0p,-45.2717484814,96178,293.3400867012,5.59,-0.02
K5III,28.7382070765,6315,20.280720535,5.23,1.396
K3III,0.7153366919,75119,230.258316752,5.35,1.191
K2II,34.2226526028,15416,49.682603572,4.85,1.491
K3III,47.995216056,16335,52.643681516,4.36,1.367
A3IVs,13.0272546648,101483,308.4876777545,5.39,0.093
M1III,-16.3537013712,53723,164.8788658648,5.88,1.6
A2/A3IV,-40.3201578372,43325,132.4131640365,5.47,0.066
K0III,-16.1241796947,102026,310.135492093,5.79,0.997
A0III,-32.8755040268,112948,343.131394851,4.46,-0.037
F1III-IV,31.926612924,91883,280.9649649956,5.68,0.36
A6Ia,-57.6388046883,51192,156.8519623203,4.65,0.474
K2III,-37.8294294062,105854,321.5953062589,5.64,1.185
M0III,-45.1911026329,42564,130.1469134081,5.67,1.664
M2III,5.4698693256,64852,199.4011778976,4.78,1.638
M3III,56.7778279753,60584,186.2633683036,5.82,1.622
K0Ibpvar,-5.7051469622,92202,281.8706259733,5.38,1.28
B9IV,-59.178108824,34000,105.8129083575,5.5,-0.125
G8III,-27.4915200549,34624,107.5805019444,5.46,0.998
A3m,7.2476834536,82402,252.5807548203,5.48,0.108
B9.5V+...,-37.2173701043,81523,249.7717773664,5.93,-0.035
G8III,83.3403792342,20982,67.5015155661,5.47,0.855
B4III,-38.9291878032,59607,183.3543196307,5.77,-0.144
F5IV,45.406687155,6813,21.914090594,4.83,0.421
A1Ia,58.4236009282,9990,32.1690823838,5.66,0.595
G9III,38.5036255721,67210,206.5794251952,5.92,0.948
K0III:,16.3175532071,85930,263.4141187703,5.68,1.002
F0p,29.1057027085,75695,231.9572117129,3.66,0.319
A4V,-23.6244716573,14146,45.5979174642,4.08,0.163
A7V,13.0476023971,20901,67.2090168358,5.02,0.215
F0V,33.796120237,51056,156.4783928327,4.72,0.26
F5,1.0370276222,24203,77.9389623094,5.88,0.662
G0V,-34.1723633384,37853,116.3959259258,5.36,0.589
A2m,9.6772936649,116768,354.9793347879,5.99,0.212
K0/K1III,-58.6839365743,64580,198.5503652697,5.91,1.084
G5III,4.7570002435,42008,128.4311597229,5.89,1.066
A0V,-21.6293389435,6960,22.4005631296,5.11,0.028
F0V,11.1461365903,22044,71.107618159,5.39,0.251
F3III,-77.5115533213,110078,334.460813385,5.49,0.312
B9V,-44.1297464792,84690,259.6992882096,5.76,-0.049
M1III,-57.5414735392,45496,139.0503010153,4.34,1.602
F2III,-5.6582066347,71957,220.7650974172,3.87,0.385
F1IV,38.0453170048,104887,318.6978816877,3.74,0.393
G9III,56.4522463498,40305,123.4590660737,5.88,1.016
G8III,-71.3143001217,23467,75.6791601736,5.3,0.996
K2III,-28.0885718608,114366,347.4359604529,5.88,1.311
Am,-42.5479304841,105913,321.7567612327,5.5,0.392
G5Ib,46.420275759,117221,356.5085274585,4.97,1.086
Am,39.2120921744,53838,165.210080324,5.06,0.255
A0V,-20.91450406,116247,353.3192646449,4.7,0.02
F3V,-5.0865957862,85365,261.6578393617,4.53,0.385
K2Vvar,80.0040954012,88136,270.0384346761,5.74,0.516
B2Vne,-18.4562509869,80569,246.7559786421,4.22,0.217
F0IIIn,24.0811050548,41816,127.8771615456,5.71,0.327
K0III,71.7487858869,31946,100.1343824682,5.88,1.223
K0III,-9.7736319661,88048,269.7566311919,3.32,0.987
G5IV+...,10.0862031708,101916,309.7824342247,5.07,0.702
A3IV,-0.6212332271,96807,295.1805009425,5.64,0.123
A0p,-39.8743673382,97749,297.9608528639,5.32,-0.045
B3V + B3V,5.3977732225,96665,294.7985060081,5.18,-0.001
K0III,-16.5290361795,343,1.0824751745,5.78,1.084
B9.5III,5.5212203435,81007,248.1486886213,5.63,-0.044
F2IV/V,-20.1364968654,33302,103.9059619746,4.66,0.374
A6II,-42.9890806926,42312,129.4109712396,4.11,0.109
K0IIIvar,45.794993863,100437,305.5223651099,5.58,1.077
A0Vs,19.6684372224,108060,328.4057530334,5.69,0.011
K5III,-10.8593233086,55687,171.1524627065,4.81,1.556
M3III,-7.7265036935,114939,349.2122479103,4.93,1.613
B8V,-9.3829173983,74785,229.2517284518,2.61,-0.071
K2III,13.5144658173,22957,74.0928100827,4.06,1.158
A7IV,59.5711329565,40646,124.4600599081,5.63,0.182
K1III,-33.4184962591,48748,149.1478918788,5.83,1.202
A4V,38.9251317708,51420,157.526867472,5.79,0.087
B2Vne,34.8968978493,105138,319.4794849926,4.41,-0.103
B8Vn,9.9565777636,33372,104.1076384431,5.9,-0.085
G5III,17.9328682404,67787,208.3038776765,5.71,0.845
G5IIIvar,82.0372620606,82080,251.4926824482,4.21,0.897
B5III,48.2843640991,3504,11.1813237995,4.48,-0.069
B8III/IV,-25.2437412476,77909,238.6647088146,5.87,-0.065
A1Vn,30.6823134348,52638,161.4662254449,5.36,-0.05
G8III,7.2999280581,3760,12.0725420711,5.92,1.104
B4IV,21.390427895,94703,289.0543334656,4.76,-0.058
F0III-IV,6.0732067503,94068,287.2496340226,5.23,0.346
A7V,21.5899624117,23497,75.7739471955,4.62,0.155
K0III:,14.5163928878,112067,340.4893985174,5.92,1.114
A0p...,79.4796120373,39538,121.1961237987,5.39,-0.04
M3III,64.723271751,67627,207.8580815638,4.58,1.572
K0IIIvar,-10.6095504417,3455,11.0475055091,4.77,0.998
Am,-66.3728113556,50083,153.3776358843,5.15,0.217
K1IV,-0.9302883173,15383,49.5934401029,5.62,1.05
A4III+...,-40.3046724203,13847,44.5653111929,2.88,0.128
K4III,75.695992901,70692,216.8814295159,4.25,1.431
A0/A1IV/V,-73.3999855514,41003,125.5185766701,5.28,0.014
A2m...,-81.0077604039,69896,214.5579002373,4.89,0.243
O6pe,-5.389695924,26221,83.818606384,5.13,0.02
F4V,-52.7216028576,115713,351.6524009571,5.53,0.409
K0III,20.2943164299,2568,8.1478579825,5.38,1.069
F8V,7.1429474897,35509,109.9485231035,5.91,0.537
F3V+...,-28.7970751799,15357,49.5108143577,5.93,0.337
B6III,24.1133392194,17499,56.218905496,3.72,-0.105
K3II,57.4513589124,117299,356.7579959978,5.55,1.63
B9III,-0.8921610053,95073,290.1486936257,5.46,-0.041
A2V,72.4212943315,9598,30.8587723276,3.95,-0.002
A5V,23.7403369847,115250,350.1593441318,4.58,0.18
G8V,-54.704664791,68101,209.137266524,6,0.78
A2IV,-48.9124076106,77541,237.4895680365,5.86,0.068
B7III-IV,37.7241212233,5550,17.7928230572,5.8,-0.095
M3.5IIIa,8.5343097978,79072,242.1169793452,5.69,1.575
B4V,-29.7204140222,183,0.5830027756,5.04,-0.15
M0III,-64.3694778624,6631,21.2721112981,5.92,1.561
F5V:,45.5795251353,99889,304.0025618318,5.87,0.447
B0IV:evar,60.7167403752,4427,14.1772155391,2.15,-0.046
B8V,55.281391675,35785,110.7168791057,5.8,-0.078
B5V,-24.5331572547,77858,238.4746438645,5.38,-0.011
B7V,16.1431751392,29704,93.8546997538,5.34,-0.101
K2/K3III,-60.7893395061,7921,25.4498645592,5.7,1.264
K0II-III SB,59.3883507585,92512,282.8003977539,4.63,1.185
A7V,40.8551993542,64692,198.8831347183,5.77,0.198
K3III,5.4876132243,7884,25.3578926391,4.45,1.347
A0V+...,29.4629543982,96302,293.7122030745,5.39,0.581
A3V,-36.230269743,32938,102.9267523476,5.94,0.183
G8III-IV,8.73386711,88765,271.8265005043,4.64,0.951
K2III,-8.1582350111,31121,97.9585918757,5.43,1.373
B8III,54.487541196,9505,30.5754505563,4.99,-0.071
B9Vs,-5.0751454797,16341,52.654406948,4.74,-0.092
O7,-5.387315044,26220,83.815926714,4.98,0
M0V,-46.6362345762,84720,259.7659740835,5.47,0.764
M4IIIa,42.2389180326,82172,251.832277698,5.86,1.504
F0IV,-45.1870603131,70104,215.1774238745,4.78,0.31
B8V,-59.9205789474,64425,198.073316986,4.58,-0.073
F6V,-2.7689639262,46509,142.2870737627,4.59,0.411
K0III,28.8229676354,84691,259.7021965084,5.68,0.981
K1III...,33.5816421691,2475,7.8568323266,5.88,1.133
A1V,50.2824914429,111169,337.8229209195,3.76,0.031
B1ne,47.5209510735,103632,314.9564855536,4.74,-0.084
A0V,49.9776294664,106393,323.2358002141,5.77,-0.042
K5III,32.9111865057,1657,5.1896591855,5.79,1.595
A comp SB,20.2189313902,57565,176.9963997088,4.5,0.547
F5V,-15.4701054757,97063,295.889709367,5.49,0.46
G8II,68.4740719517,40215,123.2032788146,5.34,1.037
A3III,-24.7107314087,36721,113.2907352237,5.84,0.156
B6IV,-59.685819527,61966,190.4857010584,4.91,-0.044
K5III,-28.4108847337,37648,115.8849442327,4.63,1.632
A4IV,12.7408279052,83613,256.3445436955,4.89,0.125
B3V SB,46.0063318093,86414,264.8661933799,3.82,-0.179
B9IV,9.3734382182,16511,53.1497881752,5.76,-0.072
K3III,-27.1698988368,98162,299.2367966074,4.54,1.462
B2IV,-42.1007534336,68245,209.5677752084,3.83,-0.224
K0III,-9.0877369069,114855,348.972894473,4.24,1.107
A5III,0.1285068103,9589,30.7985414581,5.42,0.146
