color_index,DEC,HIP no.,RA,mag,恆星視差
B0IIIn,-49.8228019385,42834,130.917803278,5.15,-0.197
A1V,-40.5910343981,111643,339.2452275394,5.85,0.06
K4III,9.9975078483,49637,151.9761283426,4.39,1.448
B2pvar,63.6701015057,8886,28.5988563177,3.35,-0.15
G0III+...,5.2478446257,104987,318.9559653041,3.92,0.549
K3III,55.474790797,77272,236.6448281465,5.94,1.404
B9.5V,-22.8638835031,46897,143.358547258,5.92,0.023
F6IV,51.6773002159,46853,143.2143097355,3.17,0.475
B3V,-63.7884782683,57669,177.421101523,4.3,-0.149
G8III+...,2.0246999519,27588,87.6251070704,5.97,0.953
F1V,-14.1677001541,28103,89.1012204077,3.71,0.337
A0sp...,65.5664230315,50933,156.0326927069,4.94,-0.052
A1IV,29.3076406861,112051,340.4392015817,4.8,-0.013
A0V,-9.4520774126,61318,188.4447860385,5.48,-0.035
M3II/III,-21.8122993701,28984,91.7396381779,5.74,1.584
F2Vn,20.2575568094,36156,111.7347100652,5.94,0.336
M2III,-6.0490028243,114724,348.5806651593,4.22,1.545
K4III,-31.0677788735,51172,156.7879213313,4.28,1.429
K5III,52.9159172089,78542,240.5231599156,5.93,1.498
B7V,-16.2292762115,93855,286.7171546398,6,-0.025
G7III,30.5791150806,43721,133.5613796394,5.4,1.05
A3III,42.5866261774,22699,73.1989862953,5.68,0.115
B3II/III,-20.9256109908,30011,94.7457302708,5.79,-0.155
B1IVe,-47.9371931667,39970,122.4298087074,5.23,-0.199
K1II,0.2992462679,30717,96.8073391187,5.19,1.186
M2III,13.4767159515,9533,30.6461575,5.97,1.584
G6III:,80.8241593813,20776,66.7622583007,5.42,1.179
F3p,-43.2391889559,84143,258.0383064338,3.32,0.441
F0V,10.746268739,66640,204.894237276,5.57,0.348
F5V,-15.4679774428,910,2.8160718061,4.89,0.487
K1III,-44.4891657239,114921,349.1657957104,5.92,1.053
K1III,-62.2731343232,46482,142.1962682331,5.91,1.102
M1III,-18.1386588729,101984,310.0122689445,5.15,1.647
A0V,-35.8620331927,64003,196.7260592185,5.63,0.05
M1III,18.1415636611,77450,237.1849034224,4.09,1.616
Am,21.6199069236,20842,67.0032649838,5.72,0.27
G5II,50.9376639204,15219,49.0508476573,5.04,1.107
A1V,75.1605607727,60044,184.7082631868,5.47,0.054
K0III,-36.0630623573,55756,171.3727220046,5.21,0.979
M2 comp,-7.5979290415,80620,246.9310682805,5.24,1.721
A0Vn,11.3364422067,16322,52.6019539119,5.14,-0.041
K3III,-46.245451293,71419,219.0792937516,5.55,1.489
A1V,-9.839354134,5164,16.5214515527,5.58,0.009
K5III,80.1363993688,84769,259.9046253775,5.74,1.499
G8III,58.9356942615,29246,92.4958939598,5.35,1.096
G1.5Vb,65.0209066257,42438,129.7987665448,5.63,0.618
B9V,-14.0564283544,112542,341.928201777,5.68,-0.016
B2V,-4.7621544019,30772,96.9898730431,5.06,-0.175
M1III,65.5259724708,17884,57.3803412727,4.39,1.87
F0IV,84.2520090516,51384,157.4227518923,5.52,0.244
F6V,-42.4340565621,58803,180.914877276,5.15,0.417
F5II,45.5249419899,96825,295.2090978056,5.06,0.426
F5V,-7.9228257263,5799,18.6001658937,5.14,0.448
B2V,50.3400296874,102177,310.5526158314,5.41,-0.107
K2IIICN...,-37.31351844,17351,55.7085643317,4.59,1.191
K0III,3.111413964,34987,108.5835942081,5.36,1.193
G0V,29.9317602838,11548,37.2020610509,5.89,0.591
O7f,-24.5587010961,35412,109.6682457607,4.88,-0.16
K0III,29.6162089576,75049,230.035659515,5.51,1.015
A3V,-1.8970326922,43142,131.8124403537,5.28,0.058
O6 (f),57.48903743,106886,324.7400766069,5.74,0.2
K2III,3.3414351762,42402,129.6893235978,4.45,1.216
F2II,-58.7394031885,51232,156.96970902,3.81,0.317
B1.5Vp,33.1001002386,84573,259.3315330428,4.8,-0.166
B8V,-66.9014983866,50847,155.7422721059,4.97,-0.128
F8IV-V,57.579725448,102431,311.3380338926,4.52,0.535
F7IV,-10.7829998496,82369,252.4584532066,4.64,0.478
CIb...,-5.7749608672,36055,111.4633343634,5.98,0.901
A3V,15.6468177756,58159,178.9188902528,5.53,0.116
K2III,-38.5309704725,103836,315.613199275,5.93,1.106
K3III,18.8080866017,79666,243.8693131278,5.72,1.126
B2Vne+,-6.7089414014,28744,91.056255972,5.19,-0.066
A2Vs,21.3404288499,13914,44.8030237024,4.63,0.048
K4III,-46.7745330921,35181,109.0644725702,5.64,1.441
B9.5V,-84.7878120449,74296,227.7867267816,5.88,-0.031
K1III,-56.1666630405,27530,87.4569262492,4.5,1.075
K2III,-48.9320983135,34670,107.6978476265,5.12,1.251
A2V,-33.9446227494,106340,323.0607124974,5.97,0.051
B0.5V,-19.8054533565,78820,241.3592946223,2.56,-0.065
G0V,47.239963835,35136,108.9589105847,5.54,0.576
G1V,-59.4546043214,3170,10.1069577122,5.89,0.564
K2,41.0329406922,13949,44.9161641031,5.89,1.445
K2III,-71.6018950977,46358,141.7762865118,5.46,1.079
B8V,-40.6159399254,95347,290.9715687171,3.96,-0.105
B6III,11.3032628019,101421,308.3032132153,4.03,-0.123
K5III,8.5826162468,82073,251.4578804799,5.15,1.535
B5IV,21.1470861012,15627,50.3067687493,5.27,-0.067
K4III,11.81004306,47959,146.5971995058,5.67,1.489
B2.5IV,-47.2883751072,68002,208.8849406426,2.55,-0.176
F5V,68.7579696599,86201,264.2378837094,4.77,0.43
B6V,46.5365695066,110351,335.2564446642,4.55,-0.1
A2IV/V,-40.5866374002,56391,173.4049982578,5.39,0.117
A2V,-62.9655611444,2487,7.8894504483,4.53,0.147
F2IV,-9.3135152461,68940,211.6784308395,5.46,0.347
A8V,66.6574472945,102253,310.7959190008,5.59,0.218
G2III,-2.2279571872,70755,217.0505752383,4.81,0.693
B8Ib/II,-48.6844126125,39919,122.2896057904,5.66,-0.101
G0IV,8.5698049046,10212,32.8378300905,5.64,0.569
K0III,-41.4925486347,6592,21.1699435808,5.42,1.03
A9V,-65.0776795193,92294,282.1579383838,5.71,0.268
B9p...,31.9342186568,13775,44.3220106593,5.1,-0.007
B9III,28.3305295311,110371,335.3305797617,4.78,-0.01
G4III:,14.1946448381,52689,161.6053225949,5.49,0.908
A0Vs,57.1992029475,52478,160.9305653295,5.79,-0.038
K2III,-6.3531444915,45527,139.1739019026,5.24,1.172
F0Vnn+...,-5.8688198786,31167,98.0963714743,5.6,0.256
K3III,42.4888768796,31832,99.8326094428,4.8,1.236
A3V,26.0986057639,60514,186.0771758176,5.17,0.082
G8III,-46.0850068122,3245,10.3314653654,4.59,0.953
A0V,-32.7156734316,52407,160.6799474607,5.63,0.006
M2IIIvar,-49.5778375043,23649,76.2417265791,5.05,1.484
A0V,62.52659062,91315,279.3895858346,5.74,-0.045
B5V,50.0949661241,15444,49.7818285825,5.05,-0.067
F0V,-10.7635116311,97650,297.6949325134,5.38,0.402
G8III,-78.3518499144,16290,52.4953887682,5.68,0.932
B9p Si,31.2834559194,94311,287.9417037443,5.93,-0.062
K4Ib,59.969391344,17342,55.6780619197,5.74,1.736
G8II/III,-55.1696863217,85520,262.1621448171,5.93,1.113
K3III,83.1538303263,112519,341.8710965104,4.77,1.257
A5m,-10.4856606101,17395,55.8909738495,5.59,0.216
F8V,-9.9582377322,98416,299.9472636859,5.87,0.598
A2V,54.6305666745,76376,233.9876635415,5.77,0.051
K0II-III,-7.6854717785,14168,45.6761449766,5.32,0.941
A3Vn,2.499692309,29151,92.2412641825,5.7,0.067
A1Vn,75.4339641347,92112,281.5926483009,5.37,0.049
G0II,18.0138904594,96757,295.0241325076,4.39,0.777
K4III,5.1561505831,24450,78.6835342826,5.5,1.369
K0III,68.1300125768,6692,21.4834238681,4.72,1.047
A3V,11.5444118444,31119,97.9512454859,5.22,0.185
B9III/IV,-71.5149062922,40817,124.9540156354,5.33,-0.063
B5IV,52.0199139755,1921,6.06523854,5.58,-0.11
G8III,37.3543550795,97118,296.0691870074,4.89,0.948
G0V SB,57.8151873428,3821,12.2762132349,3.46,0.587
F6Vasv,54.9737933437,96620,294.6715985735,5.89,0.482
B1.5V,55.1473847379,8704,27.9971674124,5.53,-0.175
A2IV,-37.2275899742,83693,256.5841221623,5.98,0.076
M1IIIvar,24.8849843252,35025,108.6749160867,5.84,1.554
A3V,3.2358185331,12706,40.8251624954,3.47,0.093
A2V,54.9253617524,65378,200.981428804,2.23,0.057
K1III,-5.7076181993,443,1.3339204803,4.61,1.029
F2V,20.2654507989,106897,324.7549536115,5.77,0.314
M5III,-67.9607356969,59929,184.3928200789,4.06,1.603
K3III,12.313910216,115444,350.7690353983,5.09,1.315
A2Va,-12.8753068952,86565,265.3536389276,4.24,0.086
Am,-46.1342541224,70663,216.8007128149,5.83,0.311
K2III,-26.1523907675,23668,76.3174829974,5.71,1.166
M2III,19.1202868464,117718,358.1220341347,5.06,1.587
A2Ia+...,16.1241335997,102531,311.6619334165,5.15,0.495
K0III,-8.9967559454,117756,358.2105364871,5.76,1.171
M1III,-47.5573919029,97598,297.5585817558,5.91,1.678
B1.5V,-48.9226802014,42614,130.2721674764,5.9,-0.186
B9V,-14.7258239092,87074,266.9032469043,5.93,0.009
G0Ib,-5.5711722147,106278,322.8897251653,2.9,0.828
A2V,52.05147688,47006,143.7059715958,4.47,0.027
F2III,-63.4307266152,77952,238.7856760764,2.83,0.315
K0III,10.8183097566,65790,202.3041683466,5.65,1.052
A0/A1V,-39.5069493053,84150,258.0675209553,5.66,0.042
A2V + GIII,30.4924123519,26536,84.658688563,5.4,0.45
M6III,-59.3758933976,98608,300.4364368792,4.95,1.356
M2III,-74.2389623394,17678,56.8097549733,3.26,1.59
F8IV-V,58.5652515202,78527,240.4722739272,4.01,0.528
K0IIICN...,-20.8442198004,59728,183.748263165,5.82,1.052
F6V,-32.5484067994,109422,332.5365839284,4.94,0.489
A2m...,-38.9956707813,90541,277.1129741133,5.63,0.14
M2III,-50.3373733304,107,0.3338302112,5.53,1.615
K2III,-39.8098645971,103127,313.4174406953,5.34,1.318
K1III-IV,-8.8981444579,13701,44.1068736785,3.89,1.088
A0Vn,-42.0951046069,93542,285.7786517983,4.74,-0.027
M0III,15.279859544,10328,33.2637718323,5.72,1.551
G8III,-7.8080645789,25247,80.9867842646,4.13,0.943
K3III,-34.8951247079,87569,268.3478014228,5.58,1.098
A0IV,-57.4630599564,3405,10.8384935116,4.36,0.024
M0III,48.9841484964,60122,184.952959527,5.28,1.623
K0IV,-5.3333319097,57791,177.7592972282,5.62,1.058
G8IIIvar,-70.4989317041,34481,107.1869414611,3.78,1.006
B9/B9.5V,-34.6678120825,26868,85.5633105634,5.29,-0.032
B8III,-56.3173101879,58379,179.5634354613,5.44,-0.062
A3V,-29.6222361527,113368,344.412693723,1.17,0.145
G8III,6.188703001,16358,52.6892496808,5.93,0.953
F2.7III-IV,1.1812312903,81734,250.4270050179,5.74,0.336
F5V+...,-9.5556946189,45811,140.120908543,4.8,0.913
B5V,17.9622164725,25499,81.7920566241,5.4,-0.09
A0V,-49.5272635893,63724,195.8887752274,4.83,0.029
K1IIICN...,-37.1798814419,80672,247.0602861823,5.79,1.104
A1IV/V,-14.7961272607,32411,101.4974773667,5.3,0.075
A2V,9.9423904869,29850,94.2775822948,5.39,0.106
M2III,39.0100671657,76307,233.8121608297,5.14,1.65
G5IV,-20.4155548669,82621,253.3550869898,5.86,0.685
A0V,10.2356253809,61960,190.4710688801,4.88,0.076
A3III,-44.3259889753,59229,182.2241676512,5.75,0.24
A8V,1.0505814571,68092,209.1161541342,5.9,0.217
G9III:,-3.9833045767,106592,323.8234196745,5.79,1.11
B9Ia,-60.3284886276,62894,193.341228821,5.75,0.295
G8/K0III,-16.6127326083,80894,247.7848658114,4.29,0.924
A0V,30.9264046176,83207,255.0723907243,3.92,-0.018
G6III,-5.3961911976,66320,203.880400749,5.7,0.95
A1V,-64.2982310963,118121,359.3961575331,5,0.06
G8III,-6.9238524124,19483,62.5938411125,5.44,0.941
A0p Si,15.4041052671,23607,76.1422895887,4.65,-0.064
K1III,-64.7238715104,86929,266.433280398,3.61,1.161
M4III,-61.9821219512,111310,338.25026381,4.91,1.612
B2V,-38.8628122892,38455,118.161025797,4.49,-0.188
A6IV,-15.6728337816,77060,236.018331223,5.41,0.238
G5III,-29.5610836782,42483,129.9269737472,4.86,0.9
B8Vn,54.5222887334,2505,7.9431621395,4.74,-0.098
K0V,-12.6321734415,40693,124.5997802941,5.95,0.754
B0Vp,-64.3944500575,52419,160.7391718945,2.74,-0.22
M2III,69.4325483445,69373,213.0167089174,5.18,1.595
K4III,-7.7907985397,91532,280.0016159939,5.82,1.536
A5m,13.5480912949,100256,305.0007900747,5.96,0.299
G8III,-48.2201830921,31765,99.6568163902,5.05,0.997
K0IV,49.2043522118,9222,29.6396050576,5.7,1.005
A0/A1V,-37.9044744429,94114,287.3680904336,4.11,0.042
K3III,-35.7147504131,46736,142.8876918885,5.86,1.287
B5V,41.8045725858,25048,80.4517320778,5.22,-0.129
B5Vn,-54.1512751844,39184,120.2080738046,5.87,-0.134
B9.5IV/V,-19.5774617753,41817,127.8788475711,5.42,-0.061
K0III,-17.6090516851,83854,257.0618964712,5.98,1.011
Ap...,-39.7102685747,75439,231.1875383526,5.36,-0.093
G8II/III,-39.4073071737,65936,202.7610693793,3.9,1.186
K2III:,18.2983794448,71571,219.5582805239,5.9,1.099
F3IV/V,-27.2936123569,54204,166.3329475659,4.92,0.369
K5III,63.9801225617,100357,305.2980205591,5.69,1.561
B7III,36.3513898969,113222,343.9354483647,5.73,-0.051
K0III,-65.8154378765,49698,152.1781180208,5.26,0.973
B6Ib,-56.3864974593,70069,215.0814289618,4.3,0.082
M2III,63.5054208371,22626,73.0217473024,5.47,1.559
K1/K2II,-49.9442033464,42088,128.6816556922,5.01,1.304
K4III,11.4880415069,81008,248.1512169941,4.84,1.495
B7III,-65.0375855092,78279,239.7422775744,5.74,-0.066
K0IIICNpvar,-28.4570930512,88839,272.0207476489,4.55,0.938
B9V,-34.7446597722,56922,175.0532881215,4.7,-0.07
B3IV,37.0428854367,98425,299.9799810385,5.15,-0.133
K0II/III,-20.6516959644,104963,318.907917115,5.17,1.161
K0III,-23.2628576879,107128,325.5029031406,5.24,0.991
M4III,-40.5915470748,114407,347.5405664549,5.9,1.565
G6/G8III,-12.5448518429,100064,304.5135641323,3.58,0.883
K2/K3III,-38.0583981882,73493,225.3045686429,5.88,1.246
A0V(n),-66.2267469901,64466,198.2033454838,5.91,0.048
B2IV,15.1835959022,1067,3.3089701168,2.83,-0.19
B7IIIp...,55.1060192905,12692,40.7618255226,5.76,-0.11
A0V,-26.2549998057,42334,129.4673048541,5.24,-0.03
K2/K3III,-62.1545805925,28991,91.764123306,5.04,1.256
G5III:,11.0650013196,114641,348.3604292535,5.85,1.004
K0II-III+..,23.6804943794,101870,309.645795975,5.91,0.953
G5Iab/Ib,-62.507903155,47854,146.3117136542,3.69,1.01
B2IV,53.8969093704,2920,9.2428525095,3.69,-0.196
M1III,72.3914759031,65536,201.5336119623,5.82,1.652
B7IV,42.159345429,89482,273.9115711029,5.56,-0.111
F6Vvar,65.1347956031,82860,254.0070407856,4.88,0.481
K4III,59.4385940889,103598,314.8557656976,5.54,1.411
G9III,81.4227086003,100965,307.0607764969,5.38,1.01
B3III,-45.7573819729,90853,278.0081057194,5.07,-0.127
B8Vn,-45.3213555137,70915,217.5359535008,5.51,-0.087
K2III,16.4058578527,7740,24.9200752035,5.98,1.119
F5IIvar,2.5958064614,24817,79.7967457144,5.34,0.412
F7V,51.8507435745,70497,216.2991517981,4.04,0.497
A2m,36.4601031177,17460,56.1309659442,5.6,0.062
G7III:,25.5056196226,83367,255.5779008571,5.76,1.018
M2III,0.3956754779,11021,35.4859466755,5.29,1.648
B3IV,-57.25630921,52043,159.5110207783,5.89,-0.128
G8III:,25.3928359643,39191,120.2328071568,5.87,1.021
A2IVn,71.3322656866,17959,57.5896212951,4.59,0.064
G8III,-82.4705125361,23148,74.7123520716,5.84,0.932
K2III:,25.3707054688,50336,154.173985709,5.84,1.206
M3III,34.6875584455,12086,38.9450472682,5.38,1.652
F6II,-67.9571518203,35228,109.2076018224,3.97,0.76
G0V,40.0990514993,24813,79.7853102808,4.69,0.63
K2III,-0.4452972811,84514,259.1528596105,4.72,1.119
K1III,-4.0314200187,93717,286.2402986235,5.4,1.12
B1V,13.8510984954,29678,93.7852997661,5.91,-0.231
K5III,18.0944203836,41822,127.8988752516,5.33,1.567
G8II-III,23.5656539663,112440,341.6328277504,3.97,1.07
A2svar...,55.2050958396,80375,246.1055786384,5.75,0.001
B8Vvar,-66.7606818818,102157,310.4878175721,5.14,-0.061
K5III,51.8872585503,35984,111.2378656332,5.8,1.61
B6V,45.6818995005,17584,56.4969155068,5.66,-0.08
F5III,37.9686031683,1686,5.2802876564,5.16,0.442
K0III,-27.3174791868,16029,51.5938531924,5.93,0.934
B8III,-62.278301969,90797,277.843438924,4.63,-0.116
B8III SB,-43.1959336379,31685,99.4402972564,3.17,-0.103
K3III,-12.2825837161,94437,288.3146805085,5.51,1.442
K4III,-47.0033526293,51635,158.2369173691,5.02,1.045
G8II/III,-28.6632694762,100738,306.3617841022,5.86,1.101
G4V,1.1681933315,27253,86.6454666336,5.95,0.773
K2III,-67.6520998618,67942,208.7046297609,5.74,1.49
M0III,45.5013778782,88122,269.9841933698,5.69,1.562
A3V,22.8044538606,78554,240.5737165795,4.82,0.066
K4III,-15.2460054072,116368,353.7056699594,5.95,1.35
K0III:,8.4439430865,58110,178.7630565094,5.58,0.937
A5III,12.5600347739,86032,263.7336273255,2.08,0.155
A0Vn,53.3966542603,93713,286.2298564335,5.4,-0.014
A1Vn,18.400667052,116611,354.486677705,5.49,0.01
G4V,18.6450520946,23835,76.8625252965,4.91,0.657
B5IV,-47.7038401422,11407,36.7463429361,4.24,-0.136
F9V,33.8822169326,44897,137.2127936386,5.95,0.585
F5IV,14.5950870738,101769,309.3872544124,3.64,0.425
B0III,-46.3732053178,38164,117.3095629549,4.1,-0.16
G2V,-60.8339746814,71683,219.9020658387,-0.01,0.71
A3V,26.1012803726,88818,271.9565051134,5.83,0.158
K0III,-18.1341678361,67494,207.467847929,4.96,1.059
K0III,52.3535168746,91013,278.4862314172,5.38,1.091
K0II/IIICN.,-61.6335031207,80874,247.7056645013,5.19,1.236
B5II/III,-17.9851380028,105143,319.4886921479,5.4,-0.118
G8III,-49.2296954864,78639,240.803737461,4.65,0.902
B5III,-60.3539088303,43669,133.4527378366,5.78,-0.088
B5V,49.0628662682,16147,52.0127902357,4.99,-0.091
G8III,17.792868174,60202,185.1792748203,4.72,1.01
B0Iab,-58.3414411699,82171,251.8319070297,5.55,-0.096
O7Iab:,-60.4963343976,74941,229.704762855,5.43,-0.089
G8II,-23.310395956,39023,119.7738125591,5.09,1.111
K0III,35.0485503355,37204,114.6369270821,5.58,0.921
B9IV-Vn,-0.1174975842,111497,338.8390857905,4.04,-0.083
K5III,-79.5043728429,43012,131.479796126,5.79,1.595
G8V,-43.0697834355,15510,49.9818782777,4.26,0.711
K0III-IV,-4.8366005984,4914,15.7605671568,5.4,1.106
A2Vs,52.8697610658,22936,74.0294764412,5.75,0.105
B9V,35.7988986483,63901,196.435149921,5.2,-0.059
K1III,-33.5293260537,655,2.0145307029,5.67,1.119
K1III,-14.3040197846,21594,69.5451002824,3.86,1.082
M1IIIvar,-2.7888869437,95937,292.6659892751,5.03,1.77
K0IV,-9.7633946487,17378,55.8120908778,3.52,0.915
K4III,-3.0035005297,56127,172.5787223625,4.77,1.529
K2II-IIIvar,1.085128914,94885,289.6353975143,5.1,1.143
G9IIICN...,1.955525424,54336,166.7258636588,5.52,0.955
M0III,-78.6077857653,51839,158.8671090859,4.11,1.58
K5III,-55.5399882217,32531,101.8279543258,5.6,1.549
A2V,38.681635643,1366,4.2729094699,4.61,0.059
A2V,25.5793619359,17954,57.578909655,5.24,0.231
B2V,-32.1724304404,28756,91.0844406676,5.65,-0.186
K2IIvar,1.7140157857,23123,74.6370913837,4.47,1.369
A1V,-30.8983042644,107608,326.933957652,5.02,0.042
B9Vn,15.3118615304,12803,41.1373907808,5.78,-0.024
A0IV,31.517226807,1493,4.6594062132,5.88,-0.014
K0IV,-47.3699948475,49485,151.5467162174,5.06,0.88
K0III,-13.5657240582,60221,185.2321364234,5.14,1.048
A1Vnn,33.8471935802,10670,34.3286135903,4.03,0.019
F2:V+...,-18.6783400359,117218,356.5038475514,5.28,0.299
K5III,7.5850791655,3786,12.1706012202,4.44,1.5
K2V,-36.1012121284,99461,302.7997420453,5.32,0.868
B8/B9V+...,-28.4537365308,108661,330.2092703223,5.43,-0.095
B9V,52.9244220886,81292,249.0571671713,5.07,-0.027
K0III,-73.6457921911,11095,35.7179379642,5.99,1.088
K1III,16.437951804,47189,144.2607513451,5.73,1.223
A0V,-18.2006897998,69658,213.8503546676,5.53,0.001
B0.5IV,-54.9686446985,29276,92.5746205973,4.72,-0.229
K5III,65.7453362394,12239,39.4002825823,5.8,1.561
B8V,-28.3693234556,36917,113.8453870022,4.65,-0.111
G7III,57.5163213407,10729,34.5191036239,5.99,1.039
K3III,-75.8915099384,89115,272.815840978,5.86,1.253
B0.5IV,-13.1767885008,24845,79.8938519543,4.29,-0.235
K0III,-56.8489854548,115620,351.3311067512,5.6,1.063
WC8 + O9I,-47.3365877075,39953,122.3831260019,1.75,-0.145
F5V,17.5294314255,64241,197.4969859385,4.32,0.455
K1III,-9.390018355,29996,94.7107624719,5.36,1.239
A0V,6.0082094185,102633,311.9513886415,5.57,-0.01
B3V,-63.567455776,39138,120.0831948649,4.81,-0.173
K3/K4III,-57.3028064768,38656,118.7221575486,5.62,1.298
F0IV,-15.5710381156,86266,264.4008539179,5.94,0.357
B7Iab,-51.5606513931,45675,139.6764851618,5.83,0.474
K1III,0.48644465,101936,309.8537147562,5.15,1.06
G8/K0V,-28.0915538397,14086,45.4068226235,5.88,0.794
F5V,-10.0521620196,10215,32.8426102114,6,0.418
K2III,-44.3422461058,87846,269.1975959787,4.85,1.176
B1.5Iap,-46.2432286304,80782,247.4263648607,5.35,0.488
K2,52.5021608532,4998,16.0099561097,5.99,1.447
B5,-32.9940895069,67669,207.9566681787,4.32,-0.146
A8IV,1.842081205,75761,232.159321286,5.15,0.245
G0V,-38.5938961588,84425,258.8997958789,5.95,0.58
A1V,49.2115268379,36145,111.6785471146,4.61,-0.001
F0IV,3.1147753027,95501,291.3745853964,3.36,0.319
A0V,-75.0442768131,90133,275.9018684031,5.47,0.043
A7IV,-14.2221779002,116758,354.9461166437,4.97,0.257
F7IV,-57.1561911946,27737,88.0841725125,5.93,0.656
A2V,24.4994351976,84887,260.2258583886,5.13,0
B5V,-46.2642855086,40183,123.1283000234,6,-0.113
K2III,-53.2318126104,54840,168.4141403777,5.75,1.309
F2V,-0.540881944,32851,102.7076327963,5.78,0.396
K2III,-2.8855307201,101101,307.4125026801,4.91,1.16
B9npe...,28.9843535678,31737,99.5958614608,5.76,-0.001
G8/K0III,-52.1073702398,92646,283.1651777619,5.18,0.962
B1.5IV,-54.3671648512,38438,118.1239211244,5.7,-0.151
K1/K2III,-26.985615041,95865,292.467445472,5.46,1.12
M5/M6Ib/II,-20.0580235681,1728,5.442807165,5.61,1.58
A2p...,45.9833229423,82321,252.3092434814,4.82,0.087
B8V,44.4289940005,116582,354.3835148282,5.81,-0.064
B9III,46.0367049083,78592,240.6995756148,4.72,-0.094
B3IV/V,-27.7695748326,31037,97.6928678307,5.92,-0.156
G7III:,-11.1937820172,16780,53.9902756974,5.56,0.915
K1III,-19.9431029687,64725,198.9948805988,5.21,1.011
B9V,11.1458130661,813,2.5091761696,5.54,-0.064
A0V,-3.4302077415,77516,237.4050349576,3.54,-0.036
K3III,-41.7152468462,49844,152.6571575589,5.98,1.239
K1III/IV,-49.1364901378,56497,173.7368780629,5.5,1.041
K4III,-52.4457697273,99747,303.5792814143,5.65,1.497
M2III,41.1549700372,107235,325.7769603192,5.51,1.615
B9V,-12.7454103305,79005,241.9017320601,5.75,0.018
B9IV,21.1423067223,20171,64.8587391001,5.5,-0.069
G8III,36.3975577446,46952,143.5557579939,4.54,0.914
K0III...,24.5837131464,5742,18.4372798013,4.67,1.047
B3IV,20.8336315849,88331,270.5960355489,5.25,-0.1
G8III,9.2760973257,36041,111.4120707149,4.99,0.991
F5III,46.2038770336,52469,160.8870474679,5.18,0.324
K4III:,0.6047152856,108691,330.2708966451,5.6,1.279
